Campionato;GiornoSettimana;GiornoMese;Mese;Casa;Trasferta;GoalCasa;GoalTrasferta
2021/22;Dom;19;Dic;Sampdoria;Venezia;1;1
2021/22;Dom;19;Dic;Torino;Hellas Verona;1;0
2021/22;Dom;19;Dic;Milan;Napoli;0;1
2021/22;Mar;21;Dic;Genoa;Atalanta;0;0
2021/22;Mar;21;Dic;Juventus;Cagliari;2;0
2021/22;Mer;22;Dic;Sassuolo;Bologna;0;3
2021/22;Mer;22;Dic;Venezia;Lazio;1;3
2021/22;Mer;22;Dic;Roma;Sampdoria;1;1
2021/22;Mer;22;Dic;Hellas Verona;Fiorentina;1;1
2021/22;Mer;22;Dic;Inter;Torino;1;0
2021/22;Mer;22;Dic;Empoli;Milan;2;4
2021/22;Mer;22;Dic;Napoli;Spezia;0;1
2021/22;Gio;6;Gen;Sampdoria;Cagliari;1;2
2021/22;Gio;6;Gen;Lazio;Empoli;3;3
2021/22;Gio;6;Gen;Spezia;Hellas Verona;1;2
2021/22;Gio;6;Gen;Sassuolo;Genoa;1;1
2021/22;Gio;6;Gen;Milan;Roma;3;1
2021/22;Gio;6;Gen;Juventus;Napoli;1;1
2021/22;Dom;9;Gen;Venezia;Milan;0;3
2021/22;Dom;9;Gen;Empoli;Sassuolo;1;5
2021/22;Dom;9;Gen;Napoli;Sampdoria;1;0
2021/22;Dom;9;Gen;Udinese;Atalanta;2;6
2021/22;Dom;9;Gen;Roma;Juventus;3;4
2021/22;Dom;9;Gen;Genoa;Spezia;0;1
2021/22;Dom;9;Gen;Hellas Verona;Salernitana;1;2
2021/22;Dom;9;Gen;Inter;Lazio;2;1
2021/22;Lun;10;Gen;Torino;Fiorentina;4;0
2021/22;Mar;11;Gen;Cagliari;Bologna;2;1
2021/22;Sab;15;Gen;Sampdoria;Torino;1;2
2021/22;Sab;15;Gen;Salernitana;Lazio;0;3
2021/22;Sab;15;Gen;Juventus;Udinese;2;0
2021/22;Dom;16;Gen;Sassuolo;Hellas Verona;2;4
2021/22;Dom;16;Gen;Venezia;Empoli;1;1
2021/22;Dom;16;Gen;Roma;Cagliari;1;0
2021/22;Dom;16;Gen;Atalanta;Inter;0;0
2021/22;Lun;17;Gen;Milan;Spezia;1;2
2021/22;Lun;17;Gen;Bologna;Napoli;0;2
2021/22;Lun;17;Gen;Fiorentina;Genoa;6;0
2021/22;Ven;21;Gen;Hellas Verona;Bologna;2;1
2021/22;Sab;22;Gen;Genoa;Udinese;0;0
2021/22;Sab;22;Gen;Inter;Venezia;2;1
2021/22;Sab;22;Gen;Lazio;Atalanta;0;0
2021/22;Dom;23;Gen;Cagliari;Fiorentina;1;1
2021/22;Dom;23;Gen;Napoli;Salernitana;4;1
2021/22;Dom;23;Gen;Spezia;Sampdoria;1;0
2021/22;Dom;23;Gen;Torino;Sassuolo;1;1
2021/22;Dom;23;Gen;Empoli;Roma;2;4
2021/22;Dom;23;Gen;Milan;Juventus;0;0
2021/22;Sab;5;Feb;Roma;Genoa;0;0
2021/22;Sab;5;Feb;Inter;Milan;1;2
2021/22;Sab;5;Feb;Fiorentina;Lazio;0;3
2021/22;Dom;6;Feb;Atalanta;Cagliari;1;2
2021/22;Dom;6;Feb;Bologna;Empoli;0;0
2021/22;Dom;6;Feb;Sampdoria;Sassuolo;4;0
2021/22;Dom;6;Feb;Venezia;Napoli;0;2
2021/22;Dom;6;Feb;Udinese;Torino;2;0
2021/22;Dom;6;Feb;Juventus;Hellas Verona;2;0
2021/22;Lun;7;Feb;Salernitana;Spezia;2;2
2021/22;Sab;12;Feb;Lazio;Bologna;3;0
2021/22;Sab;12;Feb;Napoli;Inter;1;1
2021/22;Sab;12;Feb;Torino;Venezia;1;2
2021/22;Dom;13;Feb;Milan;Sampdoria;1;0
2021/22;Dom;13;Feb;Empoli;Cagliari;1;1
2021/22;Dom;13;Feb;Genoa;Salernitana;1;1
2021/22;Dom;13;Feb;Hellas Verona;Udinese;4;0
2021/22;Dom;13;Feb;Sassuolo;Roma;2;2
2021/22;Dom;13;Feb;Atalanta;Juventus;1;1
2021/22;Lun;14;Feb;Spezia;Fiorentina;1;2
2021/22;Ven;18;Feb;Juventus;Torino;1;1
2021/22;Sab;19;Feb;Sampdoria;Empoli;2;0
2021/22;Sab;19;Feb;Roma;Hellas Verona;2;2
2021/22;Sab;19;Feb;Salernitana;Milan;2;2
2021/22;Dom;20;Feb;Fiorentina;Atalanta;1;0
2021/22;Dom;20;Feb;Venezia;Genoa;1;1
2021/22;Dom;20;Feb;Inter;Sassuolo;0;2
2021/22;Dom;20;Feb;Udinese;Lazio;1;1
2021/22;Lun;21;Feb;Cagliari;Napoli;1;1
2021/22;Lun;21;Feb;Bologna;Spezia;2;1
2021/22;Ven;25;Feb;Milan;Udinese;1;1
2021/22;Ven;25;Feb;Genoa;Inter;0;0
2021/22;Sab;26;Feb;Salernitana;Bologna;1;1
2021/22;Sab;26;Feb;Empoli;Juventus;2;3
2021/22;Sab;26;Feb;Sassuolo;Fiorentina;2;1
2021/22;Dom;27;Feb;Torino;Cagliari;1;2
2021/22;Dom;27;Feb;Hellas Verona;Venezia;3;1
2021/22;Dom;27;Feb;Spezia;Roma;0;1
2021/22;Dom;27;Feb;Lazio;Napoli;1;2
2021/22;Lun;28;Feb;Atalanta;Sampdoria;4;0
2021/22;Ven;4;Mar;Inter;Salernitana;5;0
2021/22;Sab;5;Mar;Udinese;Sampdoria;2;1
2021/22;Sab;5;Mar;Roma;Atalanta;1;0
2021/22;Sab;5;Mar;Cagliari;Lazio;0;3
2021/22;Dom;6;Mar;Genoa;Empoli;0;0
2021/22;Dom;6;Mar;Bologna;Torino;0;0
2021/22;Dom;6;Mar;Fiorentina;Hellas Verona;1;1
2021/22;Dom;6;Mar;Venezia;Sassuolo;1;4
2021/22;Dom;6;Mar;Juventus;Spezia;1;0
2021/22;Dom;6;Mar;Napoli;Milan;0;1
2021/22;Sab;12;Mar;Salernitana;Sassuolo;2;2
2021/22;Sab;12;Mar;Spezia;Cagliari;2;0
2021/22;Sab;12;Mar;Sampdoria;Juventus;1;3
2021/22;Sab;12;Mar;Milan;Empoli;1;0
2021/22;Dom;13;Mar;Fiorentina;Bologna;1;0
2021/22;Dom;13;Mar;Hellas Verona;Napoli;1;2
2021/22;Dom;13;Mar;Atalanta;Genoa;0;0
2021/22;Dom;13;Mar;Udinese;Roma;1;1
2021/22;Dom;13;Mar;Torino;Inter;1;1
2021/22;Lun;14;Mar;Lazio;Venezia;1;0
2021/22;Ven;18;Mar;Sassuolo;Spezia;4;1
2021/22;Ven;18;Mar;Genoa;Torino;1;0
2021/22;Sab;19;Mar;Napoli;Udinese;2;1
2021/22;Sab;19;Mar;Inter;Fiorentina;1;1
2021/22;Sab;19;Mar;Cagliari;Milan;0;1
2021/22;Dom;20;Mar;Venezia;Sampdoria;0;2
2021/22;Dom;20;Mar;Empoli;Hellas Verona;1;1
2021/22;Dom;20;Mar;Juventus;Salernitana;2;0
2021/22;Dom;20;Mar;Roma;Lazio;3;0
2021/22;Dom;20;Mar;Bologna;Atalanta;0;1
2021/22;Sab;2;Apr;Spezia;Venezia;1;0
2021/22;Sab;2;Apr;Lazio;Sassuolo;2;1
2021/22;Sab;2;Apr;Salernitana;Torino;0;1
2021/22;Dom;3;Apr;Fiorentina;Empoli;1;0
2021/22;Dom;3;Apr;Atalanta;Napoli;1;3
2021/22;Dom;3;Apr;Udinese;Cagliari;5;1
2021/22;Dom;3;Apr;Sampdoria;Roma;0;1
2021/22;Dom;3;Apr;Juventus;Inter;0;1
2021/22;Lun;4;Apr;Hellas Verona;Genoa;1;0
2021/22;Lun;4;Apr;Milan;Bologna;0;0
2021/22;Sab;9;Apr;Empoli;Spezia;0;0
2021/22;Sab;9;Apr;Inter;Hellas Verona;2;0
2021/22;Sab;9;Apr;Cagliari;Juventus;1;2
2021/22;Dom;10;Apr;Genoa;Lazio;1;4
2021/22;Dom;10;Apr;Napoli;Fiorentina;2;3
2021/22;Dom;10;Apr;Sassuolo;Atalanta;2;1
2021/22;Dom;10;Apr;Venezia;Udinese;1;2
2021/22;Dom;10;Apr;Roma;Salernitana;2;1
2021/22;Dom;10;Apr;Torino;Milan;0;0
2021/22;Lun;11;Apr;Bologna;Sampdoria;2;0
2021/22;Ven;15;Apr;Spezia;Inter;1;3
2021/22;Ven;15;Apr;Milan;Genoa;2;0
2021/22;Sab;16;Apr;Cagliari;Sassuolo;1;0
2021/22;Sab;16;Apr;Sampdoria;Salernitana;1;2
2021/22;Sab;16;Apr;Udinese;Empoli;4;1
2021/22;Sab;16;Apr;Fiorentina;Venezia;1;0
2021/22;Sab;16;Apr;Juventus;Bologna;1;1
2021/22;Sab;16;Apr;Lazio;Torino;1;1
2021/22;Lun;18;Apr;Napoli;Roma;1;1
2021/22;Lun;18;Apr;Atalanta;Hellas Verona;1;2
2021/22;Mer;20;Apr;Udinese;Salernitana;0;1
2021/22;Sab;23;Apr;Torino;Spezia;2;1
2021/22;Sab;23;Apr;Venezia;Atalanta;1;3
2021/22;Sab;23;Apr;Inter;Roma;3;1
2021/22;Sab;23;Apr;Hellas Verona;Sampdoria;1;1
2021/22;Dom;24;Apr;Salernitana;Fiorentina;2;1
2021/22;Dom;24;Apr;Bologna;Udinese;2;2
2021/22;Dom;24;Apr;Empoli;Napoli;3;2
2021/22;Dom;24;Apr;Genoa;Cagliari;1;0
2021/22;Dom;24;Apr;Lazio;Milan;1;2
2021/22;Lun;25;Apr;Sassuolo;Juventus;1;2
2021/22;Mer;27;Apr;Fiorentina;Udinese;0;4
2021/22;Mer;27;Apr;Atalanta;Torino;4;4
2021/22;Mer;27;Apr;Bologna;Inter;2;1
2021/22;Sab;30;Apr;Cagliari;Hellas Verona;1;2
2021/22;Sab;30;Apr;Napoli;Sassuolo;6;1
2021/22;Sab;30;Apr;Sampdoria;Genoa;1;0
2021/22;Sab;30;Apr;Spezia;Lazio;3;4
2021/22;Dom;1;Mag;Juventus;Venezia;2;1
2021/22;Dom;1;Mag;Milan;Fiorentina;1;0
2021/22;Dom;1;Mag;Empoli;Torino;1;3
2021/22;Dom;1;Mag;Udinese;Inter;1;2
2021/22;Dom;1;Mag;Roma;Bologna;0;0
2021/22;Lun;2;Mag;Atalanta;Salernitana;1;1
2021/22;Gio;5;Mag;Salernitana;Venezia;2;1
2021/22;Ven;6;Mag;Inter;Empoli;4;2
2021/22;Ven;6;Mag;Genoa;Juventus;2;1
2021/22;Sab;7;Mag;Torino;Napoli;0;1
2021/22;Sab;7;Mag;Sassuolo;Udinese;1;1
2021/22;Sab;7;Mag;Lazio;Sampdoria;2;0
2021/22;Dom;8;Mag;Spezia;Atalanta;1;3
2021/22;Dom;8;Mag;Venezia;Bologna;4;3
2021/22;Dom;8;Mag;Salernitana;Cagliari;1;1
2021/22;Dom;8;Mag;Hellas Verona;Milan;1;3
2021/22;Lun;9;Mag;Fiorentina;Roma;2;0
2021/22;Sab;14;Mag;Empoli;Salernitana;1;1
2021/22;Sab;14;Mag;Hellas Verona;Torino;0;1
2021/22;Sab;14;Mag;Udinese;Spezia;2;3
2021/22;Sab;14;Mag;Roma;Venezia;1;1
2021/22;Dom;15;Mag;Bologna;Sassuolo;1;3
2021/22;Dom;15;Mag;Napoli;Genoa;3;0
2021/22;Dom;15;Mag;Milan;Atalanta;2;0
2021/22;Dom;15;Mag;Cagliari;Inter;1;3
2021/22;Lun;16;Mag;Sampdoria;Fiorentina;4;1
2021/22;Lun;16;Mag;Juventus;Lazio;2;2
2021/22;Ven;20;Mag;Torino;Roma;0;3
2021/22;Sab;21;Mag;Genoa;Bologna;0;1
2021/22;Sab;21;Mag;Atalanta;Empoli;0;1
2021/22;Sab;21;Mag;Fiorentina;Juventus;2;0
2021/22;Sab;21;Mag;Lazio;Hellas Verona;3;3
2021/22;Dom;22;Mag;Spezia;Napoli;0;3
2021/22;Dom;22;Mag;Inter;Sampdoria;3;0
2021/22;Dom;22;Mag;Sassuolo;Milan;0;3
2021/22;Dom;22;Mag;Salernitana;Udinese;0;4
2021/22;Dom;22;Mag;Venezia;Cagliari;0;0
2022/23;Sab;13;Ago;Milan;Udinese;4;2
2022/23;Sab;13;Ago;Sampdoria;Atalanta;0;2
2022/23;Sab;13;Ago;Lecce;Inter;1;2
2022/23;Sab;13;Ago;Monza;Torino;1;2
2022/23;Dom;14;Ago;Fiorentina;Cremonese;3;2
2022/23;Dom;14;Ago;Lazio;Bologna;2;1
2022/23;Dom;14;Ago;Salernitana;Roma;0;1
2022/23;Dom;14;Ago;Spezia;Empoli;1;0
2022/23;Lun;15;Ago;Hellas Verona;Napoli;2;5
2022/23;Lun;15;Ago;Juventus;Sassuolo;3;0
2022/23;Sab;20;Ago;Torino;Lazio;0;0
2022/23;Sab;20;Ago;Udinese;Salernitana;0;0
2022/23;Sab;20;Ago;Inter;Spezia;3;0
2022/23;Sab;20;Ago;Sassuolo;Lecce;1;0
2022/23;Dom;21;Ago;Empoli;Fiorentina;0;0
2022/23;Dom;21;Ago;Napoli;Monza;4;0
2022/23;Dom;21;Ago;Atalanta;Milan;1;1
2022/23;Dom;21;Ago;Bologna;Hellas Verona;1;1
2022/23;Lun;22;Ago;Roma;Cremonese;1;0
2022/23;Lun;22;Ago;Sampdoria;Juventus;0;0
2022/23;Ven;26;Ago;Monza;Udinese;1;2
2022/23;Ven;26;Ago;Lazio;Inter;3;1
2022/23;Sab;27;Ago;Cremonese;Torino;1;2
2022/23;Sab;27;Ago;Juventus;Roma;1;1
2022/23;Sab;27;Ago;Milan;Bologna;2;0
2022/23;Sab;27;Ago;Spezia;Sassuolo;2;2
2022/23;Dom;28;Ago;Hellas Verona;Atalanta;0;1
2022/23;Dom;28;Ago;Salernitana;Sampdoria;4;0
2022/23;Dom;28;Ago;Fiorentina;Napoli;0;0
2022/23;Dom;28;Ago;Lecce;Empoli;1;1
2022/23;Mar;30;Ago;Sassuolo;Milan;0;0
2022/23;Mar;30;Ago;Roma;Monza;3;0
2022/23;Mar;30;Ago;Inter;Cremonese;3;1
2022/23;Mer;31;Ago;Empoli;Hellas Verona;1;1
2022/23;Mer;31;Ago;Sampdoria;Lazio;1;1
2022/23;Mer;31;Ago;Udinese;Fiorentina;1;0
2022/23;Mer;31;Ago;Juventus;Spezia;2;0
2022/23;Mer;31;Ago;Napoli;Lecce;1;1
2022/23;Gio;1;Set;Atalanta;Torino;3;1
2022/23;Gio;1;Set;Bologna;Salernitana;1;1
2022/23;Sab;3;Set;Fiorentina;Juventus;1;1
2022/23;Sab;3;Set;Milan;Inter;3;2
2022/23;Sab;3;Set;Lazio;Napoli;1;2
2022/23;Dom;4;Set;Cremonese;Sassuolo;0;0
2022/23;Dom;4;Set;Spezia;Bologna;2;2
2022/23;Dom;4;Set;Hellas Verona;Sampdoria;2;1
2022/23;Dom;4;Set;Udinese;Roma;4;0
2022/23;Lun;5;Set;Monza;Atalanta;0;2
2022/23;Lun;5;Set;Salernitana;Empoli;2;2
2022/23;Lun;5;Set;Torino;Lecce;1;0
2022/23;Sab;10;Set;Napoli;Spezia;1;0
2022/23;Sab;10;Set;Inter;Torino;1;0
2022/23;Sab;10;Set;Sampdoria;Milan;1;2
2022/23;Dom;11;Set;Atalanta;Cremonese;1;1
2022/23;Dom;11;Set;Bologna;Fiorentina;2;1
2022/23;Dom;11;Set;Lecce;Monza;1;1
2022/23;Dom;11;Set;Sassuolo;Udinese;1;3
2022/23;Dom;11;Set;Lazio;Hellas Verona;2;0
2022/23;Dom;11;Set;Juventus;Salernitana;2;2
2022/23;Lun;12;Set;Empoli;Roma;1;2
2022/23;Ven;16;Set;Salernitana;Lecce;1;2
2022/23;Sab;17;Set;Bologna;Empoli;0;1
2022/23;Sab;17;Set;Spezia;Sampdoria;2;1
2022/23;Sab;17;Set;Torino;Sassuolo;0;1
2022/23;Dom;18;Set;Udinese;Inter;3;1
2022/23;Dom;18;Set;Cremonese;Lazio;0;4
2022/23;Dom;18;Set;Fiorentina;Hellas Verona;2;0
2022/23;Dom;18;Set;Monza;Juventus;1;0
2022/23;Dom;18;Set;Roma;Atalanta;0;1
2022/23;Dom;18;Set;Milan;Napoli;1;2
2022/23;Sab;1;Ott;Napoli;Torino;3;1
2022/23;Sab;1;Ott;Inter;Roma;1;2
2022/23;Sab;1;Ott;Empoli;Milan;1;3
2022/23;Dom;2;Ott;Lazio;Spezia;4;0
2022/23;Dom;2;Ott;Lecce;Cremonese;1;1
2022/23;Dom;2;Ott;Sampdoria;Monza;0;3
2022/23;Dom;2;Ott;Sassuolo;Salernitana;5;0
2022/23;Dom;2;Ott;Atalanta;Fiorentina;1;0
2022/23;Dom;2;Ott;Juventus;Bologna;3;0
2022/23;Lun;3;Ott;Hellas Verona;Udinese;1;2
2022/23;Sab;8;Ott;Sassuolo;Inter;1;2
2022/23;Sab;8;Ott;Milan;Juventus;2;0
2022/23;Sab;8;Ott;Bologna;Sampdoria;1;1
2022/23;Dom;9;Ott;Torino;Empoli;1;1
2022/23;Dom;9;Ott;Monza;Spezia;2;0
2022/23;Dom;9;Ott;Salernitana;Hellas Verona;2;1
2022/23;Dom;9;Ott;Udinese;Atalanta;2;2
2022/23;Dom;9;Ott;Cremonese;Napoli;1;4
2022/23;Dom;9;Ott;Roma;Lecce;2;1
2022/23;Lun;10;Ott;Fiorentina;Lazio;0;4
2022/23;Sab;15;Ott;Empoli;Monza;1;0
2022/23;Sab;15;Ott;Torino;Juventus;0;1
2022/23;Sab;15;Ott;Atalanta;Sassuolo;2;1
2022/23;Dom;16;Ott;Inter;Salernitana;2;0
2022/23;Dom;16;Ott;Lazio;Udinese;0;0
2022/23;Dom;16;Ott;Spezia;Cremonese;2;2
2022/23;Dom;16;Ott;Napoli;Bologna;3;2
2022/23;Dom;16;Ott;Hellas Verona;Milan;1;2
2022/23;Lun;17;Ott;Sampdoria;Roma;0;1
2022/23;Lun;17;Ott;Lecce;Fiorentina;1;1
2022/23;Ven;21;Ott;Juventus;Empoli;4;0
2022/23;Sab;22;Ott;Salernitana;Spezia;1;0
2022/23;Sab;22;Ott;Milan;Monza;4;1
2022/23;Sab;22;Ott;Fiorentina;Inter;3;4
2022/23;Dom;23;Ott;Udinese;Torino;1;2
2022/23;Dom;23;Ott;Bologna;Lecce;2;0
2022/23;Dom;23;Ott;Atalanta;Lazio;0;2
2022/23;Dom;23;Ott;Roma;Napoli;0;1
2022/23;Lun;24;Ott;Cremonese;Sampdoria;0;1
2022/23;Lun;24;Ott;Sassuolo;Hellas Verona;2;1
2022/23;Sab;29;Ott;Napoli;Sassuolo;4;0
2022/23;Sab;29;Ott;Lecce;Juventus;0;1
2022/23;Sab;29;Ott;Inter;Sampdoria;3;0
2022/23;Dom;30;Ott;Empoli;Atalanta;0;2
2022/23;Dom;30;Ott;Cremonese;Udinese;0;0
2022/23;Dom;30;Ott;Spezia;Fiorentina;1;2
2022/23;Dom;30;Ott;Lazio;Salernitana;1;3
2022/23;Dom;30;Ott;Torino;Milan;2;1
2022/23;Lun;31;Ott;Hellas Verona;Roma;1;3
2022/23;Lun;31;Ott;Monza;Bologna;1;2
2022/23;Ven;4;Nov;Udinese;Lecce;1;1
2022/23;Sab;5;Nov;Empoli;Sassuolo;1;0
2022/23;Sab;5;Nov;Salernitana;Cremonese;2;2
2022/23;Sab;5;Nov;Atalanta;Napoli;1;2
2022/23;Sab;5;Nov;Milan;Spezia;2;1
2022/23;Dom;6;Nov;Bologna;Torino;2;1
2022/23;Dom;6;Nov;Monza;Hellas Verona;2;0
2022/23;Dom;6;Nov;Sampdoria;Fiorentina;0;2
2022/23;Dom;6;Nov;Roma;Lazio;0;1
2022/23;Dom;6;Nov;Juventus;Inter;2;0
2022/23;Mar;8;Nov;Napoli;Empoli;2;0
2022/23;Mar;8;Nov;Spezia;Udinese;1;1
2022/23;Mar;8;Nov;Cremonese;Milan;0;0
2022/23;Mer;9;Nov;Lecce;Atalanta;2;1
2022/23;Mer;9;Nov;Sassuolo;Roma;1;1
2022/23;Mer;9;Nov;Fiorentina;Salernitana;2;1
2022/23;Mer;9;Nov;Inter;Bologna;6;1
2022/23;Mer;9;Nov;Torino;Sampdoria;2;0
2022/23;Gio;10;Nov;Hellas Verona;Juventus;0;1
2022/23;Gio;10;Nov;Lazio;Monza;1;0
2022/23;Ven;11;Nov;Empoli;Cremonese;2;0
2022/23;Sab;12;Nov;Napoli;Udinese;3;2
2022/23;Sab;12;Nov;Sampdoria;Lecce;0;2
2022/23;Sab;12;Nov;Bologna;Sassuolo;3;0
2022/23;Dom;13;Nov;Atalanta;Inter;2;3
2022/23;Dom;13;Nov;Roma;Torino;1;1
2022/23;Dom;13;Nov;Hellas Verona;Spezia;1;2
2022/23;Dom;13;Nov;Monza;Salernitana;3;0
2022/23;Dom;13;Nov;Milan;Fiorentina;2;1
2022/23;Dom;13;Nov;Juventus;Lazio;3;0
2022/23;Mer;4;Gen;Salernitana;Milan;1;2
2022/23;Mer;4;Gen;Sassuolo;Sampdoria;1;2
2022/23;Mer;4;Gen;Spezia;Atalanta;2;2
2022/23;Mer;4;Gen;Torino;Hellas Verona;1;1
2022/23;Mer;4;Gen;Roma;Bologna;1;0
2022/23;Mer;4;Gen;Lecce;Lazio;2;1
2022/23;Mer;4;Gen;Cremonese;Juventus;0;1
2022/23;Mer;4;Gen;Fiorentina;Monza;1;1
2022/23;Mer;4;Gen;Inter;Napoli;1;0
2022/23;Mer;4;Gen;Udinese;Empoli;1;1
2022/23;Sab;7;Gen;Fiorentina;Sassuolo;2;1
2022/23;Sab;7;Gen;Juventus;Udinese;1;0
2022/23;Sab;7;Gen;Monza;Inter;2;2
2022/23;Dom;8;Gen;Salernitana;Torino;1;1
2022/23;Dom;8;Gen;Lazio;Empoli;2;2
2022/23;Dom;8;Gen;Spezia;Lecce;0;0
2022/23;Dom;8;Gen;Sampdoria;Napoli;0;2
2022/23;Dom;8;Gen;Milan;Roma;2;2
2022/23;Lun;9;Gen;Hellas Verona;Cremonese;2;0
2022/23;Lun;9;Gen;Bologna;Atalanta;1;2
2022/23;Ven;13;Gen;Napoli;Juventus;5;1
2022/23;Sab;14;Gen;Cremonese;Monza;2;3
2022/23;Sab;14;Gen;Lecce;Milan;2;2
2022/23;Sab;14;Gen;Inter;Hellas Verona;1;0
2022/23;Dom;15;Gen;Sassuolo;Lazio;0;2
2022/23;Dom;15;Gen;Torino;Spezia;0;1
2022/23;Dom;15;Gen;Udinese;Bologna;1;2
2022/23;Dom;15;Gen;Atalanta;Salernitana;8;2
2022/23;Dom;15;Gen;Roma;Fiorentina;2;0
2022/23;Lun;16;Gen;Empoli;Sampdoria;1;0
2022/23;Sab;21;Gen;Hellas Verona;Lecce;2;0
2022/23;Sab;21;Gen;Salernitana;Napoli;0;2
2022/23;Sab;21;Gen;Fiorentina;Torino;0;1
2022/23;Dom;22;Gen;Sampdoria;Udinese;0;1
2022/23;Dom;22;Gen;Monza;Sassuolo;1;1
2022/23;Dom;22;Gen;Spezia;Roma;0;2
2022/23;Dom;22;Gen;Juventus;Atalanta;3;3
2022/23;Lun;23;Gen;Bologna;Cremonese;1;1
2022/23;Lun;23;Gen;Inter;Empoli;0;1
2022/23;Mar;24;Gen;Lazio;Milan;4;0
2022/23;Ven;27;Gen;Bologna;Spezia;2;0
2022/23;Ven;27;Gen;Lecce;Salernitana;1;2
2022/23;Sab;28;Gen;Empoli;Torino;2;2
2022/23;Sab;28;Gen;Cremonese;Inter;1;2
2022/23;Sab;28;Gen;Atalanta;Sampdoria;2;0
2022/23;Dom;29;Gen;Milan;Sassuolo;2;5
2022/23;Dom;29;Gen;Juventus;Monza;0;2
2022/23;Dom;29;Gen;Lazio;Fiorentina;1;1
2022/23;Dom;29;Gen;Napoli;Roma;2;1
2022/23;Lun;30;Gen;Udinese;Hellas Verona;1;1
2022/23;Sab;4;Feb;Cremonese;Lecce;0;2
2022/23;Sab;4;Feb;Roma;Empoli;2;0
2022/23;Sab;4;Feb;Sassuolo;Atalanta;1;0
2022/23;Dom;5;Feb;Spezia;Napoli;0;3
2022/23;Dom;5;Feb;Torino;Udinese;1;0
2022/23;Dom;5;Feb;Fiorentina;Bologna;1;2
2022/23;Dom;5;Feb;Inter;Milan;1;0
2022/23;Lun;6;Feb;Hellas Verona;Lazio;1;1
2022/23;Lun;6;Feb;Monza;Sampdoria;2;2
2022/23;Mar;7;Feb;Salernitana;Juventus;0;3
2022/23;Ven;10;Feb;Milan;Torino;1;0
2022/23;Sab;11;Feb;Empoli;Spezia;2;2
2022/23;Sab;11;Feb;Lecce;Roma;1;1
2022/23;Sab;11;Feb;Lazio;Atalanta;0;2
2022/23;Dom;12;Feb;Udinese;Sassuolo;2;2
2022/23;Dom;12;Feb;Bologna;Monza;0;1
2022/23;Dom;12;Feb;Juventus;Fiorentina;1;0
2022/23;Dom;12;Feb;Napoli;Cremonese;3;0
2022/23;Lun;13;Feb;Hellas Verona;Salernitana;1;0
2022/23;Lun;13;Feb;Sampdoria;Inter;0;0
2022/23;Ven;17;Feb;Sassuolo;Napoli;0;2
2022/23;Sab;18;Feb;Sampdoria;Bologna;1;2
2022/23;Sab;18;Feb;Monza;Milan;0;1
2022/23;Sab;18;Feb;Inter;Udinese;3;1
2022/23;Dom;19;Feb;Atalanta;Lecce;1;2
2022/23;Dom;19;Feb;Fiorentina;Empoli;1;1
2022/23;Dom;19;Feb;Salernitana;Lazio;0;2
2022/23;Dom;19;Feb;Spezia;Juventus;0;2
2022/23;Dom;19;Feb;Roma;Hellas Verona;1;0
2022/23;Lun;20;Feb;Torino;Cremonese;2;2
2022/23;Sab;25;Feb;Empoli;Napoli;0;2
2022/23;Sab;25;Feb;Lecce;Sassuolo;0;1
2022/23;Dom;26;Feb;Bologna;Inter;1;0
2022/23;Dom;26;Feb;Salernitana;Monza;3;0
2022/23;Dom;26;Feb;Udinese;Spezia;2;2
2022/23;Dom;26;Feb;Milan;Atalanta;2;0
2022/23;Lun;27;Feb;Hellas Verona;Fiorentina;0;3
2022/23;Lun;27;Feb;Lazio;Sampdoria;1;0
2022/23;Mar;28;Feb;Cremonese;Roma;2;1
2022/23;Mar;28;Feb;Juventus;Torino;4;2
2022/23;Ven;3;Mar;Napoli;Lazio;0;1
2022/23;Sab;4;Mar;Monza;Empoli;2;1
2022/23;Sab;4;Mar;Atalanta;Udinese;0;0
2022/23;Sab;4;Mar;Fiorentina;Milan;2;1
2022/23;Dom;5;Mar;Spezia;Hellas Verona;0;0
2022/23;Dom;5;Mar;Sampdoria;Salernitana;0;0
2022/23;Dom;5;Mar;Inter;Lecce;2;0
2022/23;Dom;5;Mar;Roma;Juventus;1;0
2022/23;Lun;6;Mar;Sassuolo;Cremonese;3;2
2022/23;Lun;6;Mar;Torino;Bologna;1;0
2022/23;Ven;10;Mar;Spezia;Inter;2;1
2022/23;Sab;11;Mar;Empoli;Udinese;0;1
2022/23;Sab;11;Mar;Napoli;Atalanta;2;0
2022/23;Sab;11;Mar;Bologna;Lazio;0;0
2022/23;Dom;12;Mar;Lecce;Torino;0;2
2022/23;Dom;12;Mar;Cremonese;Fiorentina;0;2
2022/23;Dom;12;Mar;Hellas Verona;Monza;1;1
2022/23;Dom;12;Mar;Roma;Sassuolo;3;4
2022/23;Dom;12;Mar;Juventus;Sampdoria;4;2
2022/23;Lun;13;Mar;Milan;Salernitana;1;1
2022/23;Ven;17;Mar;Sassuolo;Spezia;1;0
2022/23;Ven;17;Mar;Atalanta;Empoli;2;1
2022/23;Sab;18;Mar;Monza;Cremonese;1;1
2022/23;Sab;18;Mar;Salernitana;Bologna;2;2
2022/23;Sab;18;Mar;Udinese;Milan;3;1
2022/23;Dom;19;Mar;Sampdoria;Hellas Verona;3;1
